"","Rank","Time","Wind","Name","Country","Birthdate","City","Date","CityDate"
"835",834,10,1.9,"Carl Lewis","USA","01.07.61","Modesto","15.05.1982","Modesto 15.05.1982"
"1603",1581,10.05,0,"Jon Drummond","USA","09.09.68","Monaco","07.08.1993","Monaco 07.08.1993"
"272",264,9.92,0.7,"Ato Boldon","TTO","30.12.73","Monaco","08.08.1998","Monaco 08.08.1998"
"1817",1779,10.06,-0.2,"Donovan Bailey","CAN","16.12.67","Monaco","10.08.1996","Monaco 10.08.1996"
"887",834,10,-0.6,"Marc Burns","TTO","07.01.83","Monaco","10.09.2005","Monaco 10.09.2005"
"1453",1366,10.04,1.9,"Bernard Williams","USA","19.01.78","Monaco","13.09.2003","Monaco 13.09.2003"
"751",728,9.99,0.4,"Tim Montgomery","USA","28.01.75","Monaco","16.08.1997","Monaco 16.08.1997"
"33",29,9.78,-0.3,"Justin Gatlin","USA","10.02.82","Monaco","17.07.2015","Monaco 17.07.2015"
"976",954,10.01,-0.1,"Maurice Greene","USA","23.07.74","Monaco","18.08.2000","Monaco 18.08.2000"
"676",650,9.98,-1.6,"Asafa Powell","JAM","23.11.82","Monaco","18.09.2004","Monaco 18.09.2004"
"589",557,9.97,0.1,"Maurice Greene","USA","23.07.74","Monaco","19.07.2002","Monaco 19.07.2002"
"394",354,9.94,-0.4,"Justin Gatlin","USA","10.02.82","Monaco","19.07.2013","Monaco 19.07.2013"
"2368",2276,10.08,0.5,"Bernard Williams","USA","19.01.78","Monaco","20.07.2001","Monaco 20.07.2001"
"166",151,9.88,1,"Usain Bolt","JAM","21.08.86","Monaco","22.07.2011","Monaco 22.07.2011"
"1613",1581,10.05,-0.1,"Donovan Bailey","CAN","16.12.67","Monaco","25.07.1995","Monaco 25.07.1995"
"2176",2011,10.07,0.1,"Churandy Martina","AHO","03.07.84","Monaco","28.07.2009","Monaco 28.07.2009"
"52",51,9.82,0,"Asafa Powell","JAM","23.11.82","Monaco","29.07.2008","Monaco 29.07.2008"
"177",175,9.89,1.5,"Bruny Surin","CAN","12.07.67","Montr&eacute;al","01.08.1998","Montr&eacute;al 01.08.1998"
"1394",1366,10.04,0.6,"Bruny Surin","CAN","12.07.67","Montr&eacute;al","14.07.1995","Montr&eacute;al 14.07.1995"
"229",228,9.91,1.3,"Donovan Bailey","CAN","16.12.67","Montr&eacute;al","15.07.1995","Montr&eacute;al 15.07.1995"
"658",650,9.98,0,"Donovan Bailey","CAN","16.12.67","Montr&eacute;al","21.06.1996","Montr&eacute;al 21.06.1996"
"1777",1779,10.06,0,"Hasely Crawford","TTO","16.08.50","Montr&eacute;al","24.07.1976","Montr&eacute;al 24.07.1976"
"128",104,9.86,1.8,"Jimmy Vicaut","FRA","27.02.92","Montreuil","07.06.2016","Montreuil 07.06.2016"
"1185",1069,10.02,0.1,"Asafa Powell","JAM","23.11.82","Montreuil","09.06.2015","Montreuil 09.06.2015"
"445",413,9.95,0.9,"Yohan Blake","JAM","26.12.89","Montreuil-sous-Bois","07.06.2011","Montreuil-sous-Bois 07.06.2011"
"1543",1366,10.04,-0.5,"Tyson Gay","USA","09.08.82","Montreuil-sous-Bois","07.07.2014","Montreuil-sous-Bois 07.07.2014"
"1980",1779,10.06,1.6,"Isiah Young","USA","05.01.90","Montverde","06.06.2015","Montverde 06.06.2015"
"1741",1581,10.05,-0.1,"Justin Gatlin","USA","10.02.82","Montverde","07.06.2014","Montverde 07.06.2014"
"699",650,9.98,1.9,"Gabriel Mvumvure","ZIM","23.02.88","Montverde","08.06.2013","Montverde 08.06.2013"
"405",354,9.94,1.8,"Marvin Bracy","USA","15.12.93","Montverde","11.06.2016","Montverde 11.06.2016"
"2211",2011,10.07,1.7,"Andrew Fisher","JAM","15.12.91","Morelia","05.07.2013","Morelia 05.07.2013"
"1239",1202,10.03,0.4,"Olapade Adeniken","NGR","19.08.69","Moskva","07.06.1996","Moskva 07.06.1996"
"1371",1366,10.04,0.8,"Chidi Imoh","NGR","27.08.63","Moskva","09.07.1986","Moskva 09.07.1986"
"704",650,9.98,-0.1,"Mike Rodgers","USA","24.04.85","Moskva","10.08.2013","Moskva 10.08.2013"
"26",19,9.77,-0.3,"Usain Bolt","JAM","21.08.86","Moskva","11.08.2013","Moskva 11.08.2013"
"1667",1581,10.05,0,"Justin Gatlin","USA","10.02.82","Moskva","20.09.2003","Moskva 20.09.2003"
"1812",1779,10.06,0,"Linford Christie","GBR","02.04.60","N&uuml;rnberg","07.06.1996","N&uuml;rnberg 07.06.1996"
"2569",2532,10.09,0.1,"Linford Christie","GBR","02.04.60","N&uuml;rnberg","08.06.1994","N&uuml;rnberg 08.06.1994"
"2079",2011,10.07,0.5,"Donovan Bailey","CAN","16.12.67","N&uuml;rnberg","11.07.1998","N&uuml;rnberg 11.07.1998"
"362",354,9.94,0.5,"Donovan Bailey","CAN","16.12.67","N&uuml;rnberg","13.06.1997","N&uuml;rnberg 13.06.1997"
"275",264,9.92,1.1,"Bruny Surin","CAN","12.07.67","N&uuml;rnberg","13.06.1999","N&uuml;rnberg 13.06.1999"
"1611",1581,10.05,0.6,"Donovan Bailey","CAN","16.12.67","N&uuml;rnberg","15.06.1995","N&uuml;rnberg 15.06.1995"
"2811",2532,10.09,1.8,"Julian Reus","GER","29.04.88","N&uuml;rnberg","25.07.2015","N&uuml;rnberg 25.07.2015"
"2724",2532,10.09,0.8,"Mario Forsythe","JAM","30.10.85","Naimette-Xhov&eacute;mont","13.07.2010","Naimette-Xhov&eacute;mont 13.07.2010"
"2660",2532,10.09,-1.5,"Adekotunbo Olusoji Fasuba","NGR","09.07.84","Nairobi","07.05.2005","Nairobi 07.05.2005"
"2438",2276,10.08,1.9,"Ben Youssef Meit&eacute;","CIV","11.11.86","Nairobi","29.07.2010","Nairobi 29.07.2010"
"1118",1069,10.02,1.9,"Darrel Brown","TTO","11.10.84","Nassau","09.07.2005","Nassau 09.07.2005"
"2773",2532,10.09,-2,"Darvis Patton","USA","04.12.77","Nassau","13.04.2013","Nassau 13.04.2013"
"2062",2011,10.07,2,"Alvis Whitted","USA","04.09.74","Nassau","15.07.1996","Nassau 15.07.1996"
"2348",2276,10.08,1.6,"Brian Lewis","USA","05.12.74","Nassau","26.05.1999","Nassau 26.05.1999"
"2565",2532,10.09,1.7,"Michael Green","JAM","07.11.70","New Orleans","05.06.1993","New Orleans 05.06.1993"
"2557",2532,10.09,-0.1,"Michael Marsh","USA","04.08.67","New Orleans","19.06.1992","New Orleans 19.06.1992"
"365",354,9.94,1.9,"Jon Drummond","USA","09.09.68","New Orleans","19.06.1998","New Orleans 19.06.1998"
"2559",2532,10.09,-0.7,"Dennis Mitchell","USA","20.02.66","New Orleans","20.06.1992","New Orleans 20.06.1992"
"1469",1366,10.04,-0.1,"Tyson Gay","USA","09.08.82","New York City","03.06.2006","New York City 03.06.2006"
"219",198,9.9,0.7,"Yohan Blake","JAM","26.12.89","New York City","09.06.2012","New York City 09.06.2012"
"2388",2276,10.08,-0.4,"Maurice Greene","USA","23.07.74","New York City","11.06.2005","New York City 11.06.2005"
"906",834,10,1.4,"Rae Edwards","USA","07.05.81","New York City","12.06.2010","New York City 12.06.2010"
"1597",1581,10.05,1.1,"Leroy Burrell","USA","21.02.67","New York City","13.06.1991","New York City 13.06.1991"
"198",198,9.9,1.9,"Leroy Burrell","USA","21.02.67","New York City","14.06.1991","New York City 14.06.1991"
"2786",2532,10.09,-1.9,"Nesta Carter","JAM","10.11.85","New York City","14.06.2014","New York City 14.06.2014"
"1074",1069,10.02,0.4,"Carl Lewis","USA","01.07.61","New York City","20.07.1991","New York City 20.07.1991"
"1887",1779,10.06,1.5,"Walter Dix","USA","31.01.86","New York City","27.05.2005","New York City 27.05.2005"
"7",7,9.72,1.7,"Usain Bolt","JAM","21.08.86","New York City","31.05.2008","New York City 31.05.2008"
"1527",1366,10.04,1,"Dwain Chambers","GBR","05.04.78","Newcastle","15.09.2012","Newcastle 15.09.2012"
"1855",1779,10.06,-0.1,"Francis Obikwelu","NGR","22.11.78","Nice","08.07.2000","Nice 08.07.2000"
"857",834,10,0.7,"Frank Fredericks","NAM","02.10.67","Nice","16.07.1998","Nice 16.07.1998"
"2707",2532,10.09,1.3,"Brendan Christian","ANT","11.12.83","Nivelles","27.06.2009","Nivelles 27.06.2009"
"1566",1366,10.04,1.9,"Abdullah Abkar Mohammed","KSA","97","Norwalk","15.04.2016","Norwalk 15.04.2016"
"1594",1581,10.05,0.6,"Carl Lewis","USA","01.07.61","Norwalk","15.06.1990","Norwalk 15.06.1990"
"117",104,9.86,1,"Nesta Carter","JAM","10.11.85","Nottwil","08.08.2010","Nottwil 08.08.2010"
"1499",1366,10.04,0.2,"Christophe Lemaitre","FRA","11.06.90","Novi Sad","24.07.2009","Novi Sad 24.07.2009"
"2436",2276,10.08,0.9,"Nesta Carter","JAM","10.11.85","Nuoro","14.07.2010","Nuoro 14.07.2010"
"736",728,9.99,1,"Daniel Effiong","NGR","17.06.72","Odessa","21.05.1993","Odessa 21.05.1993"
"194",175,9.89,0.9,"Keston Bledman","TTO","08.03.88","Orlando","26.05.2012","Orlando 26.05.2012"
"1454",1366,10.04,0,"Maurice Greene","USA","23.07.74","Osaka","08.05.2004","Osaka 08.05.2004"
"1662",1581,10.05,-0.3,"Patrick Johnson","AUS","26.09.72","Osaka","10.05.2003","Osaka 10.05.2003"
"2579",2532,10.09,-0.8,"Frank Fredericks","NAM","02.10.67","Osaka","11.05.1996","Osaka 11.05.1996"
"499",473,9.96,-0.1,"Maurice Greene","USA","23.07.74","Osaka","12.05.2001","Osaka 12.05.2001"
"235",228,9.91,-0.4,"Maurice Greene","USA","23.07.74","Osaka","13.05.2000","Osaka 13.05.2000"
"1000",954,10.01,0.8,"Asafa Powell","JAM","23.11.82","Osaka","25.08.2007","Osaka 25.08.2007"
"90",83,9.85,-0.5,"Tyson Gay","USA","09.08.82","Osaka","26.08.2007","Osaka 26.08.2007"
"1592",1581,10.05,1.2,"Calvin Smith","USA","08.01.61","Oslo","01.07.1989","Oslo 01.07.1989"
"506",473,9.96,1.6,"Asafa Powell","JAM","23.11.82","Oslo","02.06.2006","Oslo 02.06.2006"
"2171",2011,10.07,-0.3,"Asafa Powell","JAM","23.11.82","Oslo","03.07.2009","Oslo 03.07.2009"
"1706",1581,10.05,1.2,"Asafa Powell","JAM","23.11.82","Oslo","04.06.2010","Oslo 04.06.2010"
"2597",2532,10.09,2,"Vincent Henderson","USA","20.10.72","Oslo","04.07.1997","Oslo 04.07.1997"
"38",34,9.79,0.6,"Usain Bolt","JAM","21.08.86","Oslo","07.06.2012","Oslo 07.06.2012"
"2257",2011,10.07,0.6,"Andre De Grasse","CAN","10.11.94","Oslo","09.06.2016","Oslo 09.06.2016"
"423",413,9.95,0.2,"Frank Fredericks","NAM","02.10.67","Oslo","09.07.1998","Oslo 09.07.1998"
"1175",1069,10.02,-0.6,"Richard Thompson","TTO","07.06.85","Oslo","11.06.2014","Oslo 11.06.2014"
"153",151,9.88,2,"Ato Boldon","TTO","30.12.73","Oslo","13.07.2001","Oslo 13.07.2001"
"377",354,9.94,0.9,"Asafa Powell","JAM","23.11.82","Oslo","15.06.2007","Oslo 15.06.2007"
"2310",2276,10.08,0.9,"Linford Christie","GBR","02.04.60","Oslo","21.07.1995","Oslo 21.07.1995"
"358",354,9.94,1.9,"Dennis Mitchell","USA","20.02.66","Oslo","22.07.1994","Oslo 22.07.1994"
"1868",1779,10.06,-0.1,"Maurice Greene","USA","23.07.74","Oslo","28.06.2002","Oslo 28.06.2002"
"870",834,10,0.2,"Ato Boldon","TTO","30.12.73","Oslo","28.07.2000","Oslo 28.07.2000"
"1121",1069,10.02,0.1,"Abdul Aziz Zakari","GHA","02.09.76","Oslo","29.07.2005","Oslo 29.07.2005"
"86",83,9.85,0.6,"Asafa Powell","JAM","23.11.82","Ostrava","09.06.2005","Ostrava 09.06.2005"
"2111",2011,10.07,0,"Mark Lewis-Francis","GBR","04.09.82","Ostrava","12.06.2003","Ostrava 12.06.2003"
"2151",2011,10.07,1.3,"Derrick Atkins","BAH","05.01.84","Ostrava","12.06.2008","Ostrava 12.06.2008"
"124",104,9.86,-0.4,"Justin Gatlin","USA","10.02.82","Ostrava","17.06.2014","Ostrava 17.06.2014"
"724",650,9.98,-0.4,"Usain Bolt","JAM","21.08.86","Ostrava","20.05.2016","Ostrava 20.05.2016"
"1514",1366,10.04,-0.8,"Usain Bolt","JAM","21.08.86","Ostrava","25.05.2012","Ostrava 25.05.2012"
"1554",1366,10.04,-0.4,"Asafa Powell","JAM","23.11.82","Ostrava","26.05.2015","Ostrava 26.05.2015"
"66",63,9.83,-0.5,"Asafa Powell","JAM","23.11.82","Ostrava","27.05.2010","Ostrava 27.05.2010"
"2467",2276,10.08,-0.5,"Kim Collins","SKN","05.04.76","Ostrava","27.06.2013","Ostrava 27.06.2013"
"251",228,9.91,-0.2,"Usain Bolt","JAM","21.08.86","Ostrava","31.05.2011","Ostrava 31.05.2011"
"1606",1581,10.05,1.8,"Donovan Bailey","CAN","16.12.67","Ottawa","30.06.1994","Ottawa 30.06.1994"
"2774",2532,10.09,1.2,"Isiah Young","USA","05.01.90","Oxford","20.04.2013","Oxford 20.04.2013"
"520",473,9.96,1.1,"Mike Rodgers","USA","24.04.85","Oxford","23.04.2011","Oxford 23.04.2011"
"2771",2532,10.09,0.7,"Nesta Carter","JAM","10.11.85","Padova","02.09.2012","Padova 02.09.2012"
"2250",2011,10.07,-1.1,"Femi Ogunode","QAT","31.01.91","Padova","06.09.2015","Padova 06.09.2015"
"1876",1779,10.06,1.7,"Bernard Williams","USA","19.01.78","Palo Alto","19.06.2003","Palo Alto 19.06.2003"
"767",728,9.99,0.7,"Maurice Greene","USA","23.07.74","Palo Alto","21.06.2002","Palo Alto 21.06.2002"
"2387",2276,10.08,1.3,"John Capel","USA","27.11.78","Palo Alto","30.05.2005","Palo Alto 30.05.2005"
"2820",2532,10.09,0.7,"Beejay Lee","USA","05.03.93","Paradise Valley","21.05.2016","Paradise Valley 21.05.2016"
"1807",1779,10.06,0.8,"Linford Christie","GBR","02.04.60","Paris","03.07.1995","Paris 03.07.1995"
"459",413,9.95,0.9,"Jimmy Vicaut","FRA","27.02.92","Paris","13.07.2013","Paris 13.07.2013"
"1994",1779,10.06,-0.6,"Jimmy Vicaut","FRA","27.02.92","Paris","13.09.2015","Paris 13.09.2015"
"590",557,9.97,2,"Jon Drummond","USA","09.09.68","Paris","14.09.2002","Paris 14.09.2002"
"2067",2011,10.07,-1.5,"Donovan Bailey","CAN","16.12.67","Paris","25.06.1997","Paris 25.06.1997"
"1241",1202,10.03,0.7,"Bruny Surin","CAN","12.07.67","Paris","28.06.1996","Paris 28.06.1996"
"1094",1069,10.02,0,"Donovan Bailey","CAN","16.12.67","Paris","29.07.1998","Paris 29.07.1998"
"2680",2532,10.09,0.7,"Churandy Martina","AHO","03.07.84","Philadelphia","28.04.2007","Philadelphia 28.04.2007"
"2530",2532,10.09,0.1,"Carl Lewis","USA","01.07.61","Philadelphia","30.04.1983","Philadelphia 30.04.1983"
"1348",1202,10.03,1.1,"Wayde van Niekerk","RSA","15.07.92","Pietersburg","29.04.2016","Pietersburg 29.04.2016"
"1710",1581,10.05,0,"Nickel Ashmeade","JAM","07.04.90","Ponce","14.05.2011","Ponce 14.05.2011"
"1124",1069,10.02,1.7,"Marc Burns","TTO","07.01.83","Port of Spain","05.08.2006","Port of Spain 05.08.2006"
"855",834,10,-0.3,"Ato Boldon","TTO","30.12.73","Port of Spain","08.05.1998","Port of Spain 08.05.1998"
"97",83,9.85,1,"Richard Thompson","TTO","07.06.85","Port of Spain","13.08.2011","Port of Spain 13.08.2011"
"279",264,9.92,0.6,"Usain Bolt","JAM","21.08.86","Port of Spain","17.05.2008","Port of Spain 17.05.2008"
"2195",2011,10.07,0.4,"Calesio Newman","USA","20.08.86","Port of Spain","19.05.2012","Port of Spain 19.05.2012"
"2653",2532,10.09,-0.6,"Ato Boldon","TTO","30.12.73","Port of Spain","19.06.2004","Port of Spain 19.06.2004"
"1010",954,10.01,0.5,"Richard Thompson","TTO","07.06.85","Port of Spain","20.06.2009","Port of Spain 20.06.2009"
"511",473,9.96,0.4,"Asafa Powell","JAM","23.11.82","Port of Spain","21.06.2008","Port of Spain 21.06.2008"
"61",51,9.82,1.7,"Richard Thompson","TTO","07.06.85","Port of Spain","21.06.2014","Port of Spain 21.06.2014"
"2685",2532,10.09,1.9,"Richard Thompson","TTO","07.06.85","Port of Spain","23.06.2007","Port of Spain 23.06.2007"
"119",104,9.86,1.4,"Keston Bledman","TTO","08.03.88","Port of Spain","23.06.2012","Port of Spain 23.06.2012"
"504",473,9.96,1,"Marc Burns","TTO","07.01.83","Port of Spain","25.06.2005","Port of Spain 25.06.2005"
"648",557,9.97,1.7,"Richard Thompson","TTO","07.06.85","Port of Spain","25.06.2016","Port of Spain 25.06.2016"
"1016",954,10.01,1.7,"Richard Thompson","TTO","07.06.85","Port of Spain","26.06.2010","Port of Spain 26.06.2010"
"125",104,9.86,1.1,"Keston Bledman","TTO","08.03.88","Port of Spain","27.06.2015","Port of Spain 27.06.2015"
"1298",1202,10.03,0.7,"Marcus Rowland","USA","11.03.90","Port of Spain","31.07.2009","Port of Spain 31.07.2009"
"2116",2011,10.07,-1.1,"John Capel","USA","27.11.78","Portland","05.06.2004","Portland 05.06.2004"
"670",650,9.98,1.4,"Coby Miller","USA","19.10.76","Portland","18.05.2002","Portland 18.05.2002"
"2793",2532,10.09,0.9,"Akani Simbine","RSA","21.09.93","Potchefstroom","24.03.2015","Potchefstroom 24.03.2015"
"829",728,9.99,1.1,"Ben Youssef Meit&eacute;","CIV","11.11.86","Praha","06.06.2016","Praha 06.06.2016"
"1983",1779,10.06,1.5,"Henricho Bruintjies","RSA","16.07.93","Praha","08.06.2015","Praha 08.06.2015"
"2106",2011,10.07,0,"Shawn Crawford","USA","14.01.78","Pretoria","04.04.2003","Pretoria 04.04.2003"
"548",473,9.96,0.4,"Akani Simbine","RSA","21.09.93","Pretoria","08.03.2016","Pretoria 08.03.2016"
"1050",954,10.01,1.5,"Akani Simbine","RSA","21.09.93","Pretoria","12.03.2016","Pretoria 12.03.2016"
"765",728,9.99,0.6,"Shawn Crawford","USA","14.01.78","Pretoria","12.04.2002","Pretoria 12.04.2002"
"709",650,9.98,1.4,"Simon Magakwe","RSA","25.05.85","Pretoria","12.04.2014","Pretoria 12.04.2014"
"1590",1581,10.05,0.1,"Raymond Stewart","JAM","18.03.65","Provo","01.06.1989","Provo 01.06.1989"
"1205",1202,10.03,1.9,"Stanley Floyd","USA","23.06.61","Provo","05.06.1982","Provo 05.06.1982"
"2073",2011,10.07,1.8,"Frank Fredericks","NAM","02.10.67","Provo","24.04.1998","Provo 24.04.1998"
"1480",1366,10.04,1,"Preston Perry","USA","13.09.83","Provo","24.05.2008","Provo 24.05.2008"
"1605",1581,10.05,0.9,"Andre Cason","USA","20.01.69","Provo","25.05.1994","Provo 25.05.1994"
"1072",1069,10.02,0.1,"Frank Fredericks","RSA","02.10.67","Provo","27.05.1989","Provo 27.05.1989"
"971",954,10.01,0.2,"Michael Marsh","USA","04.08.67","Raleigh","17.06.2000","Raleigh 17.06.2000"
"2462",2276,10.08,1.6,"Dentarius Locke","USA","12.12.89","Raleigh","19.04.2013","Raleigh 19.04.2013"
"2457",2276,10.08,0.8,"Adam Gemili","GBR","06.10.93","Regensburg","02.06.2012","Regensburg 02.06.2012"
"2255",2011,10.07,1.8,"Julian Reus","GER","29.04.88","Regensburg","05.06.2016","Regensburg 05.06.2016"
"1971",1779,10.06,0.9,"Ramon Gittens","BAR","20.07.87","Regensburg","07.06.2014","Regensburg 07.06.2014"
"2050",2011,10.07,1.4,"Frank Fredericks","NAM","02.10.67","Rehlingen","05.06.1995","Rehlingen 05.06.1995"
"1715",1581,10.05,-0.3,"Daniel Bailey","ANT","09.09.86","Reims","05.07.2011","Reims 05.07.2011"
"907",834,10,-0.1,"Daniel Bailey","ANT","09.09.86","Reims","30.06.2010","Reims 30.06.2010"
"1107",1069,10.02,1.9,"John Capel","USA","27.11.78","Rethimn&oacute;","06.07.2003","Rethimn&oacute; 06.07.2003"
"1277",1202,10.03,0.5,"Leonard Scott","USA","19.01.80","Rethimn&oacute;","10.07.2005","Rethimn&oacute; 10.07.2005"
"1289",1202,10.03,1.2,"Marc Burns","TTO","07.01.83","Rethimn&oacute;","14.07.2008","Rethimn&oacute; 14.07.2008"
"1283",1202,10.03,0.7,"Usain Bolt","JAM","21.08.86","Rethimn&oacute;","18.07.2007","Rethimn&oacute; 18.07.2007"
"329",302,9.93,1.1,"Ivory Williams","USA","02.05.85","Rethimn&oacute;","20.07.2009","Rethimn&oacute; 20.07.2009"
"156",151,9.88,2,"Tyson Gay","USA","09.08.82","Rethimn&oacute;","21.07.2006","Rethimn&oacute; 21.07.2006"
"1670",1581,10.05,0.1,"Uchenna Emedolu","NGR","17.09.76","Rethimn&oacute;","23.06.2004","Rethimn&oacute; 23.06.2004"
"1444",1366,10.04,1.8,"Abdul Aziz Zakari","GHA","02.09.76","Rieti","02.09.2001","Rieti 02.09.2001"
"1223",1202,10.03,1.7,"Jon Drummond","USA","09.09.68","Rieti","05.09.1993","Rieti 05.09.1993"
"793",728,9.99,-1.5,"Asafa Powell","JAM","23.11.82","Rieti","06.09.2009","Rieti 06.09.2009"
"24",19,9.77,0.9,"Asafa Powell","JAM","23.11.82","Rieti","07.09.2008","Rieti 07.09.2008"
"67",63,9.83,0.7,"Justin Gatlin","USA","10.02.82","Rieti","07.09.2014","Rieti 07.09.2014"
"1588",1581,10.05,0,"Carl Lewis","USA","01.07.61","Rieti","08.09.1987","Rieti 08.09.1987"
"813",728,9.99,0.7,"Walter Dix","USA","31.01.86","Rieti","08.09.2013","Rieti 08.09.2013"
"2335",2276,10.08,0.7,"Carlo Boccarini","ITA","02.06.76","Rieti","09.05.1998","Rieti 09.05.1998"
"9",9,9.74,1.7,"Asafa Powell","JAM","23.11.82","Rieti","09.09.2007","Rieti 09.09.2007"
"1526",1366,10.04,-0.3,"Christophe Lemaitre","FRA","11.06.90","Rieti","09.09.2012","Rieti 09.09.2012"
"1152",1069,10.02,0.1,"Walter Dix","USA","31.01.86","Rieti","10.09.2011","Rieti 10.09.2011"
"350",302,9.93,1.4,"Femi Ogunode","QAT","31.01.91","Rieti","13.09.2015","Rieti 13.09.2015"
"1921",1779,10.06,1.2,"Simone Collio","ITA","27.12.79","Rieti","21.07.2009","Rieti 21.07.2009"
"997",954,10.01,0,"Jason Smoots","USA","13.07.80","Rieti","27.08.2006","Rieti 27.08.2006"
"742",728,9.99,1.5,"Jon Drummond","USA","09.09.68","Rieti","28.08.1994","Rieti 28.08.1994"
"782",728,9.99,0.5,"Abdul Aziz Zakari","GHA","02.09.76","Rieti","28.08.2005","Rieti 28.08.2005"
"31",29,9.78,0.9,"Nesta Carter","JAM","10.11.85","Rieti","29.08.2010","Rieti 29.08.2010"
"2604",2532,10.09,1.4,"Seun Ogunkoya","NGR","28.12.77","Rieti","30.08.1998","Rieti 30.08.1998"
"2052",2011,10.07,0.6,"Donovan Bailey","CAN","16.12.67","Rio de Janeiro","04.05.1996","Rio de Janeiro 04.05.1996"
"1063",954,10.01,0.8,"Justin Gatlin","USA","10.02.82","Rio de Janeiro","13.08.2016","Rio de Janeiro 13.08.2016"
"50",48,9.81,0.2,"Usain Bolt","JAM","21.08.86","Rio de Janeiro","14.08.2016","Rio de Janeiro 14.08.2016"
"2662",2532,10.09,1.8,"Joshua J. Johnson","USA","10.05.76","Rio de Janeiro","15.05.2005","Rio de Janeiro 15.05.2005"
"2419",2276,10.08,0.5,"Mike Rodgers","USA","24.04.85","Rio de Janeiro","17.05.2009","Rio de Janeiro 17.05.2009"
"2196",2011,10.07,1.5,"Emmanuel Callender","TTO","10.05.84","Rio de Janeiro","20.05.2012","Rio de Janeiro 20.05.2012"
"2188",2011,10.07,0.2,"Femi Ogunode","QAT","31.01.91","Rio de Janeiro","21.07.2011","Rio de Janeiro 21.07.2011"
"1924",1779,10.06,1.2,"Mike Rodgers","USA","24.04.85","Rio de Janeiro","23.05.2010","Rio de Janeiro 23.05.2010"
"1901",1779,10.06,0.1,"Churandy Martina","AHO","03.07.84","Rio de Janeiro","23.07.2007","Rio de Janeiro 23.07.2007"
"1711",1581,10.05,0,"Dwain Chambers","GBR","05.04.78","Rio de Janeiro","26.05.2011","Rio de Janeiro 26.05.2011"
"352",302,9.93,1,"Justin Gatlin","USA","10.02.82","Roma","02.06.2016","Roma 02.06.2016"
"13",11,9.75,0.9,"Justin Gatlin","USA","10.02.82","Roma","04.06.2015","Roma 04.06.2015"
"1616",1581,10.05,0.4,"Dennis Mitchell","USA","20.02.66","Roma","05.06.1996","Roma 05.06.1996"
"257",228,9.91,0.4,"Justin Gatlin","USA","10.02.82","Roma","05.06.2014","Roma 05.06.2014"
"392",354,9.94,0.8,"Justin Gatlin","USA","10.02.82","Roma","06.06.2013","Roma 06.06.2013"
"84",83,9.85,0.8,"Maurice Greene","USA","23.07.74","Roma","07.07.1999","Roma 07.07.1999"
"1802",1779,10.06,0.2,"Leroy Burrell","USA","21.02.67","Roma","08.06.1994","Roma 08.06.1994"
"505",473,9.96,0.6,"Justin Gatlin","USA","10.02.82","Roma","08.07.2005","Roma 08.07.2005"
"55",51,9.82,0.6,"Asafa Powell","JAM","23.11.82","Roma","10.06.2010","Roma 10.06.2010"
"25",19,9.77,0.4,"Tyson Gay","USA","09.08.82","Roma","10.07.2009","Roma 10.07.2009"
"2282",2276,10.08,1.1,"Chidi Imoh","NGR","27.08.63","Roma","10.09.1986","Roma 10.09.1986"
"1449",1366,10.04,-0.3,"John Capel","USA","27.11.78","Roma","11.07.2003","Roma 11.07.2003"
"1486",1366,10.04,0.2,"Francis Obikwelu","POR","22.11.78","Roma","11.07.2008","Roma 11.07.2008"
"178",175,9.89,0.9,"Maurice Greene","USA","23.07.74","Roma","12.07.2002","Roma 12.07.2002"
"209",198,9.9,0.5,"Asafa Powell","JAM","23.11.82","Roma","13.07.2007","Roma 13.07.2007"
"577",557,9.97,0,"Frank Fredericks","NAM","02.10.67","Roma","14.07.1998","Roma 14.07.1998"
"89",83,9.85,0.5,"Asafa Powell","JAM","23.11.82","Roma","14.07.2006","Roma 14.07.2006"
"250",228,9.91,0.6,"Usain Bolt","JAM","21.08.86","Roma","26.05.2011","Roma 26.05.2011"
"979",954,10.01,0.5,"Maurice Greene","USA","23.07.74","Roma","29.06.2001","Roma 29.06.2001"
"1587",1581,10.05,1.5,"Carl Lewis","USA","01.07.61","Roma","29.08.1987","Roma 29.08.1987"
"584",557,9.97,0.7,"Maurice Greene","USA","23.07.74","Roma","30.06.2000","Roma 30.06.2000"
"303",302,9.93,1,"Carl Lewis","USA","01.07.61","Roma","30.08.1987","Roma 30.08.1987"
"17",15,9.76,-0.1,"Usain Bolt","JAM","21.08.86","Roma","31.05.2012","Roma 31.05.2012"
"1705",1581,10.05,-1.2,"Steve Mullings","JAM","29.11.82","Rovereto","01.09.2009","Rovereto 01.09.2009"
"2231",2011,10.07,-0.4,"Justin Gatlin","USA","10.02.82","Rovereto","02.09.2014","Rovereto 02.09.2014"
"1538",1366,10.04,0.6,"Keston Bledman","TTO","08.03.88","Rovereto","03.09.2013","Rovereto 03.09.2013"
"948",834,10,-0.1,"Femi Ogunode","QAT","31.01.91","Rovereto","08.09.2015","Rovereto 08.09.2015"
"1929",1779,10.06,0.9,"Yohan Blake","JAM","26.12.89","Rovereto","31.08.2010","Rovereto 31.08.2010"
